listingkey,listingnumber,status,creditgrade,amount,startdate,enddate,memberkey,groupkey
79ED34239989518974790D4,346837,Expired,E,1000,"2008-06-08 13:13:57","2008-06-15 13:15:05",8EC834221942077500C610D,NULL
7A0534233677874947C26EC,348803,Completed,C,1000,"2008-06-11 14:25:28","2008-06-18 14:29:15",57733412701322538E7D06A,NULL
7A8D3423088225648621EC4,348943,Expired,HR,1800,"2008-06-11 16:30:15","2008-06-18 16:31:58",DDEF342338922164750F34F,NULL
7AC73422865772845FFAB15,347028,Expired,D,10000,"2008-06-08 20:19:16","2008-06-15 20:22:02",7D1A3422828033673DD6392,NULL
7B6734227110345953E1F64,344804,Expired,HR,4000,"2008-06-04 21:25:52","2008-06-11 21:29:13",02513418196565289F6163F,NULL
7C213423527929506677A61,345549,Expired,D,7500,"2008-06-05 19:49:07","2008-06-12 19:49:54",C9C73390739878496F4F1B5,NULL
7C6F3424107099245127978,348407,Expired,D,10000,"2008-06-10 21:17:40","2008-06-17 21:20:57",48643421438655968CAFEC1,NULL
7D1D342243639202660746C,345007,Expired,HR,8500,"2008-06-05 08:24:02","2008-06-12 08:26:59",B40934171662277728D7676,NULL
7DEA34218453396862EC989,344955,Expired,HR,10000,"2008-06-05 06:55:15","2008-06-12 06:55:58",BF213397905266215FA0F7C,NULL
7E1C3423025603983D93F05,344143,Expired,HR,8000,"2008-06-04 07:08:25","2008-06-11 07:11:55",4E6D342353922801762ED8C,NULL
7E9234242613269267D8926,349405,Completed,E,1800,"2008-06-12 10:51:21","2008-06-19 10:51:47",610E3422144743296C6A569,NULL
801D342348453855353E794,349226,Expired,A,10000,"2008-06-12 05:29:08","2008-06-19 05:32:21",28443416487436029AA3B11,NULL
81E73423424845134B35265,345469,Expired,C,1000,"2008-06-05 18:10:50","2008-06-12 18:13:16",CEC134204634227820CAD41,NULL
82DD34234633920555F2E23,345210,Completed,D,2500,"2008-06-05 12:29:53","2008-06-10 12:42:09",34B933645207536766C48AD,NULL
843A34228639012097FACE3,348683,Expired,E,2000,"2008-06-11 11:55:39","2008-06-18 11:55:59",289F3419480247605D25984,NULL
84433422506582189D1D9B3,348029,Completed,C,7200,"2008-06-10 12:17:07","2008-06-16 09:55:57",D3A63422409280493EAE157,NULL
86CC34230025825461A4397,346000,Expired,HR,2500,"2008-06-06 14:39:59","2008-06-13 14:44:46",BAC93423098580552A1C921,NULL
88C83422994620836A9B1D6,350755,Completed,C,5000,"2008-06-15 07:56:49","2008-06-18 21:57:01",AC693407161462718CB3139,NULL
892A3422978778347669CB5,346741,Expired,HR,5000,"2008-06-08 09:12:48","2008-06-15 09:12:52",FC9D3423021145856F03D7B,NULL
8A8F3423367845832DB4507,347146,Expired,E,6000,"2008-06-09 07:01:17","2008-06-16 07:03:16",531F340885239172042785A,NULL
8A9A34220337768084BA2F1,347131,Expired,AA,9800,"2008-06-09 06:21:51","2008-06-16 06:22:52",DF0B3419633000428E73EA2,NULL
8BD43421682813267741FBD,342727,Expired,HR,5000,"2008-06-01 21:34:15","2008-06-08 21:35:51",D2E53422721076093A85862,NULL
8BD634226999931819F2F8D,349981,Expired,A,5000,"2008-06-13 10:01:40","2008-06-20 10:07:28",A9E03423680691773F52157,NULL
8C1E3423945473542DB12FB,346988,Completed,D,4000,"2008-06-08 18:27:50","2008-06-15 18:28:49",F0703378499019388820F26,NULL
8D513413089185351ADC6FA,278971,Completed,C,6000,"2008-06-09 16:33:55","2008-06-16 16:38:21",008234077318634200716F8,E3F433654060844916DB34F
8D5B3422518833981578BEA,346354,Expired,D,25000,"2008-06-07 08:29:58","2008-06-14 08:31:18",5BFC3422462816368312C28,NULL
8D7C34232168718247D5CDC,349422,Expired,HR,1000,"2008-06-12 11:20:19","2008-06-19 11:22:22",F3223423029791341E77163,NULL
90A23419747717465B26B69,328269,Expired,E,25000,"2008-06-08 08:52:03","2008-06-15 08:52:39",4F173420435586122ACFB83,NULL
914634233625913618787C1,344840,Expired,HR,12000,"2008-06-04 22:14:35","2008-06-11 22:14:55",842B3421979999706A1AB67,NULL
93DD3422142409529C49F30,344082,Expired,HR,1000,"2008-06-04 03:34:39","2008-06-11 03:39:35",1E8D3422797334162B9B342,NULL
93F934233260542021F896F,344472,Expired,HR,2500,"2008-06-04 13:57:10","2008-06-11 13:59:47",5E7A3423278834421BFD8FC,NULL
943D3422574463945D55B1C,346192,Expired,HR,2000,"2008-06-06 19:44:05","2008-06-13 19:44:26",E9CD34202475502339659A1,NULL
94853424004169332BEEFB9,346975,Expired,B,25000,"2008-06-08 18:02:27","2008-06-15 18:03:12",FFBA3422389678884DD58B3,NULL
948A34232631320099F41F1,350544,Expired,HR,25000,"2008-06-14 14:49:43","2008-06-21 14:53:45",95DD34225929490917424EF,NULL
94B2342174563657395776D,343551,Expired,C,5000,"2008-06-03 09:34:29","2008-06-10 09:37:30",DA693422982642577CD9A26,NULL
95723422968086090543C84,347556,Expired,HR,2500,"2008-06-09 17:31:47","2008-06-16 17:35:25",FAC93424122692796A7D5B3,NULL
95B634242050526417C49D5,350004,Expired,HR,25000,"2008-06-13 10:41:20","2008-06-20 10:44:11",3D9434099789491974A815A,NULL
968D342332929646373CAAE,350362,Expired,D,4000,"2008-06-14 02:52:11","2008-06-21 02:54:31",B0093423536118536066591,NULL
96A23422387818744B0569F,348306,Expired,E,2500,"2008-06-10 18:37:35","2008-06-17 18:40:09",7F7B3404698054238602407,NULL
97BE3422339450519B8C3AB,343255,Expired,HR,3600,"2008-06-02 18:12:37","2008-06-09 18:14:44",9E1533903439733318E1294,NULL
97E73422566228354C85E1F,343182,Expired,C,15000,"2008-06-02 16:20:46","2008-06-09 16:28:08",6F873377954074757D3D13D,NULL
984B34239475056325531E2,345977,Expired,HR,3000,"2008-06-06 13:52:48","2008-06-13 13:52:56",86713420652884942EDB61C,NULL
9851342205882140729DA47,344617,Expired,E,8500,"2008-06-05 08:40:48","2008-06-12 08:42:19",CE193422605240056BE8DF7,NULL
98FE34215410975019F0629,343088,Expired,HR,5000,"2008-06-02 14:16:55","2008-06-09 14:22:16",16CA3387104479669C9D984,NULL
993C3423501460348079C47,347761,Expired,HR,25000,"2008-06-10 03:30:20","2008-06-17 03:31:00",7D2C3422801920245EAD7D7,NULL
9A33342268202320528E2B7,350119,Expired,D,2000,"2008-06-13 13:41:03","2008-06-20 13:45:50",137D342348869218940C45B,NULL
9AA534240859354458B3A04,349933,Expired,D,4000,"2008-06-13 08:33:38","2008-06-20 08:37:44",60003423903934709EFCCA2,NULL
9AD534229421145852494FF,351025,Expired,A,12200,"2008-06-15 20:25:36","2008-06-22 20:26:44",089A339228334675696B17A,NULL
9AED34228344400221602BD,345261,Expired,A,2000,"2008-06-05 13:57:43","2008-06-12 13:58:57",E53634225122902807C7B29,NULL
9B363423523676532C2FFE4,349003,Expired,HR,2100,"2008-06-11 18:18:30","2008-06-18 18:23:13",30A73423669147019E4F744,NULL
9B7934237061488760713AC,345094,Expired,D,4200,"2008-06-05 10:39:51","2008-06-12 10:40:14",B523342130011088163AAA6,B0473364376920128370B13
9BB73422657021746ED84B4,345005,Expired,HR,3000,"2008-06-05 08:19:49","2008-06-12 08:21:48",DE2D3423426939452D4B56B,NULL
9C4934228866339323E4288,346351,Expired,A,25000,"2008-06-07 08:26:39","2008-06-14 08:31:19",FA97342212007700578C41C,NULL
9C5834227115523517C19FB,345712,Completed,D,5000,"2008-06-06 06:18:12","2008-06-13 06:21:20",258C342079112129500F52D,NULL
9CB134238500796110AB16D,349489,Expired,E,3000,"2008-06-12 12:58:41","2008-06-19 13:00:02",72753423860173569EF3170,NULL
9CFF3422864078991B8A7C7,350918,Expired,E,4800,"2008-06-15 16:00:43","2008-06-22 16:04:57",120D3424464810660E98A79,NULL
9DAB34235163859402FB853,343452,Expired,B,15000,"2008-06-03 06:59:26","2008-06-10 07:00:54",2F4B3417620445789F92BAE,NULL
9E513423628739591B2F7EA,347920,Expired,A,3000,"2008-06-10 10:08:47","2008-06-17 10:11:04",FC773422654525298416D56,NULL
9EDE3421974121144CBE45B,344024,Expired,A,25000,"2008-06-03 19:55:42","2008-06-10 19:56:41",7E7E34231878799997FB59A,NULL
9EE73410640439155F62E3B,273082,Expired,C,6200,"2008-06-13 08:58:04","2008-06-20 08:58:15",5DC73378140124959472F2A,NULL
9F1134231978583506BB006,347988,Expired,C,3000,"2008-06-10 11:31:41","2008-06-17 11:35:08",C12D342302323524621FB5D,NULL
9F12342206295908208EEC0,345665,Expired,HR,2000,"2008-06-06 00:01:05","2008-06-13 00:04:07",9A6F3418434046818735670,NULL
9F3434218972117514F653C,344415,Expired,E,4500,"2008-06-04 12:56:32","2008-06-11 12:57:27",BFE83397039276934CBCADE,NULL
9F433423818748035733E2F,347950,Expired,HR,3000,"2008-06-10 10:41:12","2008-06-17 10:42:04",857234227047512963E4819,NULL
9FAC3423116713053AD193B,348861,Expired,HR,1200,"2008-06-11 15:01:50","2008-06-18 15:05:19",79F23388873006057188587,NULL
9FAF3421789791529CC5920,344817,Expired,E,4500,"2008-06-04 21:28:00","2008-06-11 21:29:12",8A843421251529722AB74EB,NULL
A03D3421988944269DC206E,345548,Expired,C,7500,"2008-06-05 19:48:16","2008-06-12 19:49:55",38F534209950226295559EA,9DA03421311751706439130
A1283423832158037AC0B17,346207,Expired,E,15000,"2008-06-07 20:02:19","2008-06-14 20:06:42",9627342307735400627C331,NULL
A2463423606612968000A51,343901,Expired,HR,4000,"2008-06-03 16:56:35","2008-06-10 16:59:35",917734151288732441025F1,NULL
A2D63422120291901A67BC7,344006,Expired,B,15000,"2008-06-03 19:22:05","2008-06-10 19:26:27",DB0F34231571012327FAE5A,NULL
A3393423989002632E2140B,349072,Expired,HR,25000,"2008-06-11 20:04:03","2008-06-18 20:06:50",EA673423337538338785F65,NULL
A3A134223845055210AAE18,347507,Expired,HR,15000,"2008-06-09 15:57:23","2008-06-16 16:02:22",773E34237984673560BD5D3,NULL
A4803422588959379B17745,346308,Expired,HR,1000,"2008-06-07 05:52:39","2008-06-14 05:54:39",0711342088940237588F558,NULL
A4843421642539105071D1F,344199,Completed,HR,1000,"2008-06-04 08:13:16","2008-06-11 07:16:45",5FF334190572544421A9AF5,NULL
A5003422683416745A022BB,344852,Expired,HR,3000,"2008-06-04 23:32:58","2008-06-11 23:35:39",25B7339712124944018769A,NULL
A6F63422764760662092A85,349822,Completed,C,3000,"2008-06-13 00:30:57","2008-06-20 00:33:41",CB303420126248989FCFDF5,NULL
A71D3421804264945A48B61,344949,Expired,B,10000,"2008-06-05 06:46:02","2008-06-12 06:50:51",7F7A33792760646655EE92F,783C3371218786870A73D20
A8D834226252975188C04AC,348819,Expired,AA,20000,"2008-06-11 14:20:13","2008-06-18 14:24:05",2EA53421537527538F3BF7F,NULL
A92634222641105680A9356,347420,Expired,C,3000,"2008-06-09 14:15:41","2008-06-16 14:16:05",1FBA337300520707474A4F6,10A93364886588786764A98
A9E83422640665408179C63,344137,Expired,E,6000,"2008-06-04 06:12:58","2008-06-11 06:15:39",B5013422047662099676D48,NULL
AA5C3424229859921C1E067,349511,Expired,B,5000,"2008-06-12 13:21:15","2008-06-19 13:25:31",C4923418413896621B554AC,NULL
AA813422340024793A85FC4,345705,Expired,HR,1200,"2008-06-06 05:56:51","2008-06-13 06:01:06",381534196709189496BAA81,NULL
AA993423793372352DCD0DF,344845,Expired,D,10000,"2008-06-04 22:28:26","2008-06-11 22:30:18",8C1C3422394422364774148,NULL
AAB93422376233765030432,342924,Expired,D,7500,"2008-06-02 10:05:55","2008-06-09 10:09:38",06BF3423294871379E3D5E5,NULL
AACE3422703562166FE1A11,343906,Expired,B,7500,"2008-06-03 20:25:53","2008-06-10 20:26:59",93EA34231913745168842F3,NULL
ABE934224849446056D6DE9,343470,Expired,AA,6500,"2008-06-03 07:31:23","2008-06-10 07:36:26",079D34207622660832010BF,NULL
AC9C3421754994525979289,342416,Expired,E,5000,"2008-06-01 04:18:00","2008-06-08 04:18:51",AE5F3421385652150AF3720,NULL
AD433422577081837EEC8AB,346176,Expired,D,25000,"2008-06-06 19:18:38","2008-06-13 19:19:14",247D3422683500038535B7A,NULL
ADD234230077528359A916B,342540,Expired,E,8000,"2008-06-01 13:17:24","2008-06-08 13:18:53",1E873421579839290469DD6,NULL
ADE33421865536012362407,343740,Expired,AA,15000,"2008-06-03 13:37:26","2008-06-10 13:37:58",BA583400961476938D3FAC3,NULL
AE2934242438502552372EA,350598,Expired,D,2000,"2008-06-14 16:39:42","2008-06-21 16:41:20",24FA338398230087572B4AA,5B453381430468537F3AD4F
AE2E34240716048248C056F,350731,Expired,AA,6000,"2008-06-15 06:51:25","2008-06-22 06:51:41",08653424543252105237889,NULL
AF6E34231045716456A6485,350986,Expired,HR,2000,"2008-06-15 18:25:17","2008-06-22 18:26:55",D8263420467320889832AD9,NULL
AFAA3423330547569CD58E3,345136,Expired,HR,1000,"2008-06-05 11:21:59","2008-06-12 11:22:32",55AF3419227681972084F38,NULL
B051342267860652561A80D,345463,Expired,HR,8000,"2008-06-05 18:04:53","2008-06-12 18:08:05",3DF63422886762813166536,NULL
B16034228196347010E0B50,341511,Expired,A,15000,"2008-06-01 15:19:51","2008-06-08 15:20:33",4C5134182848054498B84BD,NULL
B26034228823790893CEC26,343938,Expired,E,3000,"2008-06-03 17:44:36","2008-06-10 17:45:22",ABA63419781162501E24B5F,NULL
B29634228042766935BD7B1,349302,Expired,D,3000,"2008-06-12 07:57:33","2008-06-19 08:02:29",2D923422353525135A97FFE,NULL
B2B23422260941358606570,344163,Expired,HR,4500,"2008-06-04 07:16:03","2008-06-11 07:16:57",70A2342212922652872063A,NULL
B2EE3421561231253E87B0E,342864,Expired,HR,3000,"2008-06-02 08:29:33","2008-06-09 08:32:04",35943406447005576C993B4,NULL
B3B3342252401907646EA13,350027,Expired,D,1000,"2008-06-13 11:07:41","2008-06-20 11:09:49",A44A3385764864676476620,NULL
B5513422979631770D48A2A,348393,Expired,HR,1000,"2008-06-10 20:36:56","2008-06-17 20:40:02",FC3D337489328343162AA51,NULL
B5903422899934120A60421,347056,Expired,E,5000,"2008-06-08 21:28:42","2008-06-15 21:32:40",4F80342394281895262977A,NULL
B6A2342245382776664FA3D,350403,Expired,C,4000,"2008-06-14 07:12:45","2008-06-21 07:16:24",B4FB3403711534969353AAC,NULL
B76134222047494955BDF50,345832,Completed,AA,8000,"2008-06-08 09:49:48","2008-06-15 09:53:25",15F53423143770286FE7990,NULL
B7AA34222522712793E8E8F,344241,Expired,E,3500,"2008-06-04 09:21:15","2008-06-11 09:22:10",0EF534165128479171D9497,NULL
B8713423413401301C764C7,345111,Expired,HR,5000,"2008-06-05 11:01:17","2008-06-12 11:02:45",AF8E3422173059103A1C2C5,NULL
B8873422619676683304057,345690,Expired,D,10000,"2008-06-06 04:36:17","2008-06-13 04:40:16",B1233422199360346BABC6B,NULL
B90134238736867622D8852,349414,Expired,A,25000,"2008-06-12 11:11:18","2008-06-19 11:12:12",5D9633724552845320DCF13,NULL
BA403422645698681F05756,344304,Expired,D,6000,"2008-06-04 10:50:17","2008-06-11 10:54:29",36263421486448153A2FE66,NULL
BADF3421469771627AD7575,342530,Expired,HR,1300,"2008-06-01 12:47:49","2008-06-08 12:48:41",766F34224679307200FF0B8,NULL
BB21342220145189698A314,345568,Expired,C,12000,"2008-06-09 08:45:27","2008-06-16 08:49:31",1313338012152637127DF4A,NULL
BC173423399870654BBBF96,348766,Expired,HR,2000,"2008-06-11 13:49:50","2008-06-18 13:53:40",AD0A34238439466617BA33A,NULL
BC973422763407691F61204,342996,Expired,B,25000,"2008-06-02 11:57:56","2008-06-09 11:58:55",8AC6342312344195290FA73,NULL
BD1434232180227978E08CE,348793,Expired,C,25000,"2008-06-11 14:29:45","2008-06-18 14:34:34",15DD3423243473226344EE7,NULL
BD9D34239131303993C2F60,346758,Expired,HR,15000,"2008-06-08 09:57:32","2008-06-15 09:58:34",9E9734224076129263ADBF1,NULL
BE213423553937908BFFA27,343750,Expired,C,4500,"2008-06-03 13:54:57","2008-06-10 13:58:28",FA3134202662798828CCD54,NULL
BEB334232303783286EC695,349771,Expired,B,15000,"2008-06-12 21:41:42","2008-06-19 21:42:35",5D7F3365898372316753C2C,NULL
BF0C34228414976673963F6,350920,Expired,HR,3000,"2008-06-15 16:11:21","2008-06-22 16:15:04",9B943424257707707EC6AEA,NULL
BF7934226529623106B830B,349702,Expired,AA,25000,"2008-06-12 18:58:33","2008-06-19 18:59:12",220F3422912439252CC7CD8,NULL
BFB034236333166247693FE,344342,Expired,D,4000,"2008-06-04 11:42:29","2008-06-11 11:46:25",5A173382353579378D6C96E,238D33978718559087CA95B
C22F3423035938198FDB059,343569,Expired,HR,2000,"2008-06-03 09:53:11","2008-06-10 09:58:20",9F213421677263805CA5605,NULL
C2F13423952981915552F5B,349090,Expired,C,7500,"2008-06-11 20:18:14","2008-06-18 20:22:22",5F1C341227748342493DA28,NULL
C3313423367377307943230,347871,Expired,E,2000,"2008-06-10 08:36:50","2008-06-17 08:39:30",40643405231555985BE1B6B,NULL
C35234224374021005B2F52,346501,Completed,HR,1000,"2008-06-07 15:05:42","2008-06-14 15:09:05",E56B3421997078177753E9C,NULL
C3623423057717595FD781B,343558,Expired,C,15000,"2008-06-03 09:42:58","2008-06-10 09:47:48",264A3419905736145284BB3,NULL
C42634222288327813A5D14,341547,Expired,HR,25000,"2008-06-11 08:19:59","2008-06-18 08:20:32",75E834069136927567CD141,NULL
C57934225897857172EFE87,349727,Expired,HR,5000,"2008-06-12 19:42:45","2008-06-19 19:45:07",D28D3423162625336958EAF,NULL
C57C34227909764140B1778,343352,Expired,E,3000,"2008-06-02 21:24:09","2008-06-09 21:27:31",D4A7342180948603633C631,NULL
C6EF342352950712495B0F4,345486,Expired,E,5000,"2008-06-05 18:48:04","2008-06-12 18:49:18",D5823406518313972449A1D,NULL
C77834242032190771B291D,347386,Expired,D,5000,"2008-06-09 13:33:06","2008-06-16 13:35:31",74043422964761150D27031,NULL
C7833423473673780825764,345351,Expired,D,3000,"2008-06-05 15:24:51","2008-06-12 15:28:05",A89B3423037693635B393A9,NULL
C7963422908364063D679B3,343328,Expired,HR,2500,"2008-06-02 20:27:25","2008-06-09 20:31:59",00543423545486277D3947A,NULL
C96034226413611386F93A5,343648,Expired,E,5000,"2008-06-03 11:32:30","2008-06-10 11:34:03",117C3411064149307E2FC0A,NULL
CABC3423346090150BA6230,343036,Expired,A,6000,"2008-06-02 12:52:31","2008-06-09 12:54:40",3E803422912020476F71AD2,NULL
CB50342348749910465F026,344821,Expired,HR,3000,"2008-06-04 21:40:49","2008-06-11 21:44:30",306B342189454189881B443,NULL
CB903421869603935EDA65A,344823,Expired,D,5700,"2008-06-04 21:45:34","2008-06-11 21:49:31",C12634228762952087DEC7F,NULL
CBE5342254247276396331C,349431,Completed,A,6000,"2008-06-12 11:39:30","2008-06-18 07:11:05",390B3408119887490AB48D3,NULL
CC8834242000155146292C1,349811,Expired,E,1500,"2008-06-12 23:26:47","2008-06-19 23:28:25",86F633955545354135F2F61,NULL
CCCD34228813323493A6CE2,350774,Completed,B,8000,"2008-06-15 09:24:32","2008-06-22 09:28:17",BE0733860955250019822F6,783C3371218786870A73D20
CD5B34229873867630118AD,349064,Expired,HR,3000,"2008-06-11 20:10:18","2008-06-18 20:11:53",FE533424429119887AE44B0,NULL
CEAD3422534212660618106,347837,Expired,HR,1400,"2008-06-10 07:41:33","2008-06-17 07:43:00",197034011419138986F03C6,NULL
CF1F34217701704929AFBCE,343692,Expired,HR,2600,"2008-06-03 12:33:11","2008-06-10 12:36:26",C8ED34230249853442D31EE,NULL
CFA934230594242052BF0BC,345190,Expired,C,7500,"2008-06-05 12:14:24","2008-06-12 12:19:45",822E3419847294686753EDD,NULL
D089342415361182520D7CD,348872,Expired,AA,15000,"2008-06-11 15:03:41","2008-06-18 15:05:15",C0F934238954839999AEF0E,NULL
D0E4342321081159346DDF5,349327,Expired,HR,2000,"2008-06-12 08:32:03","2008-06-19 08:32:57",13983421918413970B2DAE0,NULL
D1BA3422629803507E52255,341909,Expired,HR,5000,"2008-06-09 17:37:08","2008-06-16 17:40:27",EC943422688899855E46AC6,NULL
D2883422913012578630458,346715,Expired,E,3000,"2008-06-10 17:24:38","2008-06-17 17:29:18",017B34199363364163A5763,4EE13371935955546BCD820
D3BD34239477999684EF0F9,348910,Expired,HR,5000,"2008-06-11 15:49:31","2008-06-18 15:51:15",1888340743259067861554D,NULL
D41A3422546630988073626,349927,Expired,E,3000,"2008-06-13 08:07:43","2008-06-20 08:12:23",04E73417457617840BFCB63,NULL
D5773422980255957231368,343547,Expired,A,14000,"2008-06-03 09:26:12","2008-06-10 09:32:27",ABF334219750530178AD108,NULL
D6593423328899308E6410D,343664,Expired,C,15000,"2008-06-03 12:06:30","2008-06-10 12:09:36",099C3421725731022647073,NULL
D6D034222320595381C30AB,343265,Expired,HR,5000,"2008-06-02 18:35:23","2008-06-09 18:39:53",4E8134192118339699EB87F,NULL
D7553422522464648697DAA,349487,Expired,D,7500,"2008-06-12 12:52:50","2008-06-19 12:54:55",DA193422297447391B6B4E8,NULL
D8653423462486859F8E807,350737,Expired,D,5000,"2008-06-15 06:43:54","2008-06-22 06:46:39",CDFD34208681908709D5FA0,NULL
DAF0342297031042230C0DE,350528,Expired,C,6000,"2008-06-14 13:42:30","2008-06-21 13:42:51",CC543382748228644AC8E6D,NULL
DCF0342311384079794C4FD,347410,Completed,HR,1000,"2008-06-09 13:59:14","2008-06-16 14:00:52",C02634225561401440FB6E9,NULL
DD453423600071151517549,348432,Expired,HR,1500,"2008-06-10 22:53:49","2008-06-17 22:57:01",6462342407921198978F21F,NULL
DDA93422690899112641B63,345088,Expired,C,25000,"2008-06-05 10:25:30","2008-06-12 10:29:47",A28B3419067210619F5B575,NULL
DE213422244712008D64863,347995,Expired,HR,9000,"2008-06-10 11:30:10","2008-06-17 11:35:12",9B8D342317137106334335B,NULL
DF5934244907536305E5B52,350555,Expired,HR,3000,"2008-06-14 15:13:01","2008-06-21 15:13:48",44BF3409678986635C67145,NULL
DF763423872327637E97B8A,350123,Expired,HR,1500,"2008-06-14 15:42:21","2008-06-21 15:44:46",5776341942385461330B71A,4EE13371935955546BCD820
E0643422858093819E2D6D3,347164,Expired,C,25000,"2008-06-09 07:33:48","2008-06-16 07:38:47",5BB934216357013088BACCD,NULL
E0C434236192458882AAA8C,346191,Expired,E,5000,"2008-06-06 19:41:53","2008-06-13 19:44:27",21213423378682200E87654,NULL
E0C4342410127554152D1B6,347849,Expired,D,1500,"2008-06-10 07:59:25","2008-06-17 08:03:31",A73934013955939961B23DE,NULL
E15E34227773139648BFD80,342483,Completed,C,2500,"2008-06-01 10:57:58","2008-06-08 11:02:45",3E393422434022037F52A1C,NULL
E17234228087912911A2507,347228,Expired,C,2200,"2008-06-09 09:27:20","2008-06-16 09:28:43",5DAA3421111471508747F41,NULL
E1B2342228773683770BC31,348700,Expired,B,25000,"2008-06-11 12:22:13","2008-06-18 12:26:48",C57A3423100291467EF7A20,NULL
E25A3422475432841F5D4B1,349300,Expired,HR,3000,"2008-06-12 07:53:26","2008-06-19 07:57:27",87E93422241437911FB1AC9,NULL
E31B342211747705980A813,347554,Expired,HR,1000,"2008-06-09 16:57:20","2008-06-16 16:59:26",614E34228031650135CCF2D,NULL
E3223423310653081A77952,348453,Expired,E,3013,"2008-06-10 23:45:16","2008-06-17 23:49:06",DAD933722201194978B4830,NULL
E3ED3422813529293327F40,346453,Expired,E,12000,"2008-06-07 12:26:00","2008-06-14 12:30:53",C21634225293950303D827B,NULL
E407342219957397891E197,347656,Expired,B,15000,"2008-06-09 19:32:12","2008-06-16 19:37:02",8D993424110930448ADDC31,NULL
E5D13423147040535639461,342851,Expired,HR,5000,"2008-06-02 07:56:41","2008-06-09 08:01:31",BDA93421316815279E91756,NULL
E61F3421748331554B84FBF,345254,Expired,AA,3500,"2008-06-05 13:30:14","2008-06-12 13:33:22",3DE23423637433954116D1B,NULL
E64E34243077133407B3F37,349658,Expired,C,15000,"2008-06-12 19:27:30","2008-06-19 19:29:56",11CE3423134047776F5F389,NULL
E6A0342322965160431DAE9,341853,Expired,HR,3000,"2008-06-01 07:32:00","2008-06-08 07:35:49",49B9341788632009142AE83,4EE13371935955546BCD820
E7CB3420931973758E49302,327635,Expired,D,20000,"2008-06-04 17:33:08","2008-06-11 17:33:43",3C093417458158977C9668C,NULL
E7FF3422124433773364C65,345994,Expired,B,1500,"2008-06-06 14:30:26","2008-06-13 14:34:40",7B31342196580738358EC2E,NULL
E80C3421950771090AE8112,345778,Expired,AA,25000,"2008-06-06 08:37:38","2008-06-13 08:39:20",404B3422916454137CBCE5A,NULL
E8A634221331121935EAAB7,344623,Expired,E,15000,"2008-06-04 17:12:26","2008-06-11 17:13:27",DF8A342291222748456FBF8,NULL
EAC934241528778795A18BE,347567,Expired,C,10000,"2008-06-09 17:16:28","2008-06-16 17:19:52",ED4234229624575194DCF53,NULL
EB2B342349988637682EA91,347433,Expired,E,3000,"2008-06-09 14:31:32","2008-06-16 14:36:36",D5C834222411401186D8D8C,NULL
EBC9342253786623920C144,346262,Expired,D,2000,"2008-06-06 23:20:04","2008-06-13 23:22:33",74B83422391222366EB045F,NULL
EC7C3423871965026DB1EEF,347733,Expired,HR,5500,"2008-06-09 23:31:14","2008-06-16 23:34:35",478E3406806357845F93D4C,NULL
EC903423275155892626E3D,346193,Expired,HR,5000,"2008-06-06 19:46:25","2008-06-13 19:50:14",FA6F340879267019666D4E2,NULL
ECC63422857212068B546CD,345924,Expired,C,7500,"2008-06-06 11:58:10","2008-06-13 12:01:53",A3D834227704485761B4DD6,NULL
ECCB342388460490858F0B2,346636,Expired,E,3000,"2008-06-07 22:26:49","2008-06-14 22:28:14",47623422502863336A04C62,NULL
ED323422555172471E44991,348856,Expired,D,7000,"2008-06-11 19:26:22","2008-06-18 19:30:06",14A7342409325696663BA06,NULL
ED9734220870524425D6991,344058,Expired,D,2500,"2008-06-03 21:18:18","2008-06-10 21:22:26",60A13421458419912F7E4E1,NULL
EEBE342360503295810AE89,344181,Expired,HR,2000,"2008-06-04 07:31:20","2008-06-11 07:32:00",C976342077291115578FA15,NULL
EEC43423944796622779896,346508,Expired,HR,1000,"2008-06-07 15:34:53","2008-06-14 15:39:12",AEF03422261912589D0C855,NULL
EF8634217402170759C74DC,343735,Expired,HR,3000,"2008-06-03 13:22:36","2008-06-10 13:27:55",CF443407528815738743ED6,8E5A3365665729204E57173
EFA034207197711004938F3,336462,Expired,B,16000,"2008-06-03 14:55:14","2008-06-10 14:57:06",6B88341378228461217B72C,NULL
EFC234231321537846F2FBD,343074,Expired,HR,2000,"2008-06-02 13:53:48","2008-06-09 13:55:36",543A3419847639784BDC817,NULL
EFDE3421875339283EE78D3,346281,Completed,A,15000,"2008-06-08 09:40:53","2008-06-15 09:43:07",E2623423154133640E43F95,NULL
F05E3423711170277E86CBF,348465,Expired,HR,3000,"2008-06-11 01:58:50","2008-06-18 01:59:35",FF8234221031902976E06B5,NULL
F08A3421767671692D91064,343907,Expired,HR,5000,"2008-06-03 17:06:13","2008-06-10 17:10:04",C5033421649753047752FA0,NULL
F0CB3423177825670B2BA0C,344273,Expired,D,10000,"2008-06-04 10:40:44","2008-06-11 10:44:22",33113423320473872FD1A8D,NULL
F16F3422664586704598238,344943,Expired,E,1800,"2008-06-05 06:46:13","2008-06-12 06:50:49",971234227597539421B906A,NULL
F1B33422658579152A14513,348373,Completed,HR,2500,"2008-06-10 20:04:57","2008-06-10 20:32:00",352334214823258591E809D,NULL
F1BC342323015982553AC93,347102,Expired,D,15000,"2008-06-09 02:32:59","2008-06-16 02:34:43",3AE134218214252601E2EE1,NULL
